a,z,rho_de_eff,w_eff_de,positive_rho_de_eff
0.000295387418470351,3384.3845406769524,297783705.1213436,-8.268906037667278e-08,True
0.0002976652290971597,3358.47871047308,290999732.5189018,-8.270800810894485e-08,True
0.00029996060452506363,3332.771118321785,284370309.2874241,-8.27270317804718e-08,True
0.0003022736802008976,3307.2602472546682,277891914.55358505,-8.274681329023537e-08,True
0.0003046045926159609,3281.9445919115838,271561107.6550274,-8.276689789088465e-08,True
0.0003069534793140748,3256.8226584517715,265374526.31295204,-8.278698260255624e-08,True
0.00030932047889969765,3231.892964465721,259328884.8464985,-8.280858310172334e-08,True
0.0003117057310461016,3207.1540388877193,253420972.42767715,-8.283025942912303e-08,True
0.00031410937650361883,3182.6044219090004,247647651.37611008,-8.285185992829014e-08,True
0.00031653155710794224,3158.2426648916535,242005855.4926319,-8.287429409392644e-08,True
0.0003189724157884996,3134.0673302830924,236492588.4308262,-8.289763775426451e-08,True
0.0003214320965768831,3110.076991531276,231104922.10568047,-8.292151199018605e-08,True
0.0003239107446153525,3086.2702330004854,225839995.1384697,-8.294553788257275e-08,True
0.00032640850616539777,3062.645649887812,220695011.33709717,-8.296986686584518e-08,True
0.00032892552861636844,3039.2018481402743,215667238.2110443,-8.299533271749482e-08,True
0.0003314619604941745,3015.93744437252,210754005.52014542,-8.302148069017079e-08,True
0.0003340179514700464,2992.851065785237,205952703.85642624,-8.304808341019765e-08,True
0.0003365936523693711,2969.9413500841074,201260783.258255,-8.307536825125084e-08,True
0.00033918921518058873,2947.206945399449,196675751.8560648,-8.31027288095143e-08,True
0.0003418047930641631,2924.646510206431,192195174.54891968,-8.313084742805898e-08,True
0.0003444405403616187,2902.258713245913,187816671.71125317,-8.31604060058666e-08,True
0.00034709661260464857,2880.0422334458913,183537917.929039,-8.318988875544164e-08,True
0.0003497731665242917,2857.9957598435444,179356640.7647667,-8.322020528250818e-08,True
0.00035247036006018145,2836.1179915078765,175270619.55057335,-8.325165856692962e-08,True
0.00035518835236986635,2814.407637462941,171277684.20882797,-8.328356670972425e-08,True
0.00035792730383820006,2792.8634166116785,167375714.0996256,-8.331630851898808e-08,True
0.00036068737608680666,2771.48405766031,163562636.89450836,-8.334920187369477e-08,True
0.0003634687319836173,2750.2682990433223,159836427.4758606,-8.338361112691928e-08,True
0.0003662715356524811,2729.214888849024,156195106.86138153,-8.341855084470495e-08,True
0.00036909595248284927,2708.322584745675,152636741.15302753,-8.34540211380741e-08,True
0.0003719421491395353,2687.5901539081733,149159440.5099535,-8.349138624907937e-08,True
0.00037481029357254865,2667.016372945315,145761358.1448021,-8.352859970361948e-08,True
0.0003777005550270068,2646.6000278275915,142440689.34287357,-8.356649539020822e-08,True
0.0003806131040531202,2626.3399138155664,139195670.50366974,-8.360590675327018e-08,True
0.0003835481125162575,2606.234835388775,136024578.20422888,-8.364615189382363e-08,True
0.00038650575360708666,2586.283606175183,132925728.2838254,-8.368715498363599e-08,True
0.0003894862018517948,2566.4850488811785,129897474.94951534,-8.372914328536041e-08,True
0.0003924896331223868,2546.837995222101,126938209.90206099,-8.377226856648434e-08,True
0.0003955162246470626,2527.341285853308,124046361.48176432,-8.381600002937972e-08,True
0.0003985661550206769,2507.9937703017504,121220393.83375692,-8.386079264344204e-08,True
0.0004016396042152756,2488.7943068981017,118458806.09232473,-8.390763162058335e-08,True
0.00040473675359071706,2469.7417627093796,115760131.5837884,-8.395416750683893e-08,True
0.0004078577859053734,2450.835013472095,113122937.04755116,-8.400237072603289e-08,True
0.00041100288532691523,2432.072943525911,110545821.87492323,-8.405246865184068e-08,True
0.00041417223744317865,2413.4544457478096,108027417.3652277,-8.410264251690336e-08,True
0.00041736602927311677,2394.978421486762,105566385.998909,-8.415418051299639e-08,True
0.000420584449277835,2376.6437804989014,103161420.72717285,-8.420708275114208e-08,True
0.00042382768737171336,2358.4494408831792,100811244.277812,-8.426142505957301e-08,True
0.00042709593493361095,2340.394329017538,98514608.47685575,-8.431728326652177e-08,True
0.00043038938481816024,2322.477379495548,96270293.58566141,-8.437405085715e-08,True
0.0004337082313671468,2304.697535063545,94077107.65311527,-8.443150056880455e-08,True
0.0004370526704209772,2287.053746558239,91933885.88258982,-8.449076938088496e-08,True
0.0004404228993302354,2269.544972844806,89839490.01332855,-8.455162969767116e-08,True
0.0004438191169673274,2252.170180755456,87792807.7159071,-8.461377853929974e-08,True
0.00044724152373821834,2234.928345028457,85792752.00148487,-8.467744316842385e-08,True
0.00045069032159425563,2217.8184482476486,83838260.64450645,-8.474247203960061e-08,True
0.0004541657140440873,2200.8394807823975,81928295.61855221,-8.480916824371576e-08,True
0.00045766790616567053,2183.9904407280233,80061842.54505062,-8.48775320028139e-08,True
0.00046119710461837304,2167.270333846676,78237910.15453744,-8.494733572117497e-08,True
0.0004647535176551675,2150.6781735086693,76455529.76019835,-8.501857939879898e-08,True
0.0004683373551349202,2134.2129806342623,74713754.74339986,-8.509186955052428e-08,True
0.00047194882853477586,2117.8737836358764,73011660.0509448,-8.516637228783708e-08,True
0.0004755881509626342,2101.659618360777,71348341.70377135,-8.524307304469403e-08,True
0.0004792555371697269,2085.5695280341706,69722916.31686473,-8.532136541727908e-08,True
0.0004829512035632892,2069.602563202751,68134520.6300745,-8.540109774912708e-08,True
0.0004866753682193299,2053.7577816786697,66582311.04965854,-8.548371022154555e-08,True
0.0004904282508954998,2038.0342484839427,65065463.200238466,-8.556783848145955e-08,True
0.0004942100730440589,2022.431035795278,63583171.48697972,-8.565355835710164e-08,True
0.0004980210578249439,2006.9472228893248,62134648.66774249,-8.574102139391471e-08,True
0.0005018614301189382,1991.5818960883403,60719125.43497801,-8.583090982394737e-08,True
0.0005057314165409394,1976.3341487062812,59335850.00715399,-8.592345090985276e-08,True
0.0005096312454533325,1961.2030809952978,57984087.72947979,-8.601690149045993e-08,True
0.0005135611469794659,1946.1878000926417,56663120.683733225,-8.611277735326439e-08,True
