# w(z) comparison over z_desi grid
z,w_QFUDS_tanh,w_DESI_CPL
1.4321608040201006,-0.9625392451450778,-1.2888429752066115
1.4447236180904524,-0.9593699072152941,-1.2909558067831448
1.4572864321608041,-0.9559810812136708,-1.2930470347648262
1.4698492462311559,-0.952362271987429,-1.295116988809766
1.4824120603015076,-0.9485029475000142,-1.297165991902834
1.4949748743718594,-0.9443925945101181,-1.2991943605236655
1.5075376884422111,-0.940020779724523,-1.3012024048096191
1.520100502512563,-0.9353772163656977,-1.3031904287138585
1.5326633165829147,-0.9304518360047326,-1.3051587301587302
1.5452261306532664,-0.9252348654092806,-1.3071076011846001
1.5577889447236182,-0.9197169080454659,-1.3090373280943024
1.57035175879397,-0.9138890297534737,-1.310948191593353
1.5829145728643217,-0.9077428479904359,-1.31284046692607
1.5954773869346734,-0.9012706239035742,-1.3147144240077444
1.6080402010050252,-0.8944653563640866,-1.3165703275529865
1.620603015075377,-0.8873208769613001,-1.3184084372003835
1.6331658291457287,-0.8798319448309151,-1.3202290076335879
1.6457286432160805,-0.8719943400749591,-1.3220322886989553
1.6582914572864322,-0.863804954428821,-1.3238185255198487
1.670854271356784,-0.8552618777471722,-1.325587958607714
1.6834170854271358,-0.8463644788203539,-1.3273408239700375
1.6959798994974875,-0.8371134790004325,-1.3290773532152842
1.7085427135678393,-0.8275110171157258,-1.3307977736549166
1.721105527638191,-0.8175607041875861,-1.3325023084025853
1.7336683417085428,-0.807267666536228,-1.3341911764705883
1.7462311557788945,-0.7966385759749071,-1.3358645928636779
1.7587939698492463,-0.7856816659439945,-1.3375227686703095
1.771356783919598,-0.7744067326272684,-1.3391659111514052
1.7839195979899498,-0.7628251203193187,-1.3407942238267148
1.7964824120603016,-0.7509496905710653,-1.34240790655885
1.8090452261306533,-0.738794774924252,-1.3440071556350626
1.821608040201005,-0.726376111348342,-1.3455921638468387
1.8341708542713568,-0.713710764806164,-1.3471631205673757
1.8467336683417086,-0.700817032689025,-1.3487202118270079
1.8592964824120604,-0.6877143361681508,-1.3502636203866432
1.8718592964824121,-0.6744230987977362,-1.3517935258092737
1.8844221105527639,-0.6609646139663137,-1.3533101045296168
1.8969849246231156,-0.6473609030191272,-1.3548135299219428
1.9095477386934674,-0.6336345660575105,-1.3563039723661485
1.9221105527638191,-0.6198086275561046,-1.3577815993121238
1.934673366834171,-0.6059063790211806,-1.3592465753424658
1.9472361809045227,-0.5919512209413341,-1.360699062233589
1.9597989949748744,-0.5779665062553885,-1.3621392190152801
1.9723618090452262,-0.563975387483466,-1.3635672020287404
1.984924623115578,-0.5500006695396933,-1.364983164983165
1.9974874371859297,-0.5360646700743338,-1.3663872590108967
